player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
1487300%,NLTC Perera,Left hand Bat,Right arm Medium fast, ,Narangoda Liyanaarachchilage Thisara Chirantha Perera,Narangoda Liyanaarachchilage,
47100%,NM Coulter-Nile,Right hand Bat,Right arm Fast, ,Nathan Mitchell Coulter-Nile,Nathan Mitchell,
880900%,Noor Ahmad,Right hand Bat,Left arm Wrist spin, ,Noor Ahmad Lakanwal,Noor Ahmad,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Noor%20Ahmad.png
289400%,NS Naik,Right hand Bat, ,Wicketkeeper,Nikhil Shankar Naik,Nikhil Shankar,
624500%,NT Ellis,Right hand Bat,Right arm Fast medium, ,Nathan Ellis,Nathan Ellis,https://www.espncricinfo.com/cricketers/nathan-ellis-826915
1800%,NV Ojha,Right hand Bat, ,Wicketkeeper,Naman Vinaykumar Ojha,Naman Vinaykumar,
364100%,O Thomas,Left hand Bat,Right arm Fast, ,Oshane Romaine Thomas,Oshane Romaine,
1446400%,OA Shah,Right hand Bat,Right arm Offbreak, ,Owais Alam Shah,Owais Alam,
730200%,OC McCoy,Left hand Bat,Left arm Fast medium, ,Obed  Christopher McCoy,Obed  Christopher,
671700%,OF Smith,Right hand Bat,Right arm Fast medium, ,Odean Fabian Smith,Odean Fabian,
1194900%,P Amarnath,Right hand Bat,Right arm Medium, ,Palani Amarnath,Palani Amarnath,
3455400%,P Awana,Right hand Bat,Right arm Medium, ,Parvinder Awana,Parvinder Awana,
231500%,P Chopra,Right hand Bat,Legbreak Googly,Occasional Wicketkeeper,Prashant Chopra,Prashant Chopra,
1195800%,P Dharmani,Right hand Bat, ,Wicketkeeper,Pankaj Dharmani,Pankaj Dharmani,
1448700%,P Dogra,Right hand Bat,Legbreak, ,Paras Dogra,Paras Dogra,
497000%,P Dubey,Right hand Bat,Legbreak Googly, ,Praveen Dubey,Praveen Dubey,
5200%,P Kumar,Right hand Bat,Right arm Medium, ,Praveenkumar Sakat Singh,Praveenkumar Sakat,
17200%,P Negi,Left hand Bat,Slow Left arm Orthodox, ,Pawan Negi,Pawan Negi,
1664800%,P Parameswaran,Right hand Bat,Left arm Medium, ,Prasanth Parameswaran,Prasanth Parameswaran,
3396100%,P Prasanth,Left hand Bat,Slow Left arm Orthodox, ,Padmanabhan Prasanth,Padmanabhan Prasanth,
293400%,P Ray Barman,Right hand Bat,Legbreak Googly, ,Prayas Ray Barman,Prayas Ray,
4024200%,P Sahu,Right hand Bat,Legbreak Googly, ,Pardeep Sahu,Pardeep Sahu,
374700%,P Simran Singh,Right hand Bat, ,Wicketkeeper,Prabhsimran Singh,Prabhsimran Singh,https://www.espncricinfo.com/cricketers/prabhsimran-singh-1161024
3696600%,P Suyal,Right hand Bat,Left arm Medium, ,Pawan Shakland Suyal,Pawan Shakland,
2300%,PA Patel,Left hand Bat,Right arm Offbreak,Wicketkeeper,Parthiv Ajay Patel,Parthiv Ajay,
3532200%,PA Reddy,Right hand Bat,Legbreak, ,Produturi Akshath Reddy,Produturi Akshath,
1204600%,Pankaj Singh,Right hand Bat,Right arm Medium fast, ,Pankaj Singh,Pankaj Singh,
3711900%,Parvez Rasool,Right hand Bat,Right arm Offbreak, ,Parvez Ghulam Rasool Zargar,Parvez Ghulam,
671300%,PBB Rajapaksa,Left hand Bat,Right arm Medium, ,Pramod Bhanuka Bandara Rajapaksa,Pramod Bhanuka,
1338300%,PC Valthaty,Right hand Bat,Right arm Medium, ,Paul Chandrashekar Valthaty,Paul Chandrashekar,
1500300%,PD Collingwood,Right hand Bat,Right arm Medium, ,Paul David Collingwood,Paul David,
894500%,PD Salt,Right hand Bat,Right arm Offbreak,Wicketkeeper,Philip Dean Salt,Philip Dean,
800500%,PH Solanki,Right hand Bat,Legbreak, ,Prashant Hitesh Solanki,Prashant Hitesh,
4185100%,PHKD Mendis,Left hand Bat,"Right arm Offbreak, Slow Left arm Orthodox",NULL,Kamindu Mendis,Kamindu Mendis,https://www.espncricinfo.com/cricketers/kamindu-mendis-784373
18400%,PJ Cummins,Right hand Bat,Right arm Fast, ,Patrick James Cummins,Patrick James,
90000%,PJ Sangwan,Right hand Bat,Left arm Medium, ,Pradeep Jaibeer Sangwan,Pradeep Jaibeer,
409700%,PK Garg,Right hand Bat,Right arm Medium, ,Priyam K Garg,Priyam K,
1276500%,PM Sarvesh Kumar,Right hand Bat,Right arm Medium, ,PM Sarvesh Kumar,PM Sarvesh,
819100%,PN Mankad,Right hand Bat,Right arm Medium, ,Prerak Nileshkumar Mankad,Prerak Nileshkumar,
6300%,PP Chawla,Left hand Bat,Legbreak, ,Piyush Pramod Chawla,Piyush Pramod,
1201700%,PP Ojha,Left hand Bat,Slow Left arm Orthodox, ,Pragyan Prayash Ojha,Pragyan Prayash,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/322600/322694.1.png"
184900%,PP Shaw,Right hand Bat,Right arm Offbreak, ,Prithvi Pankaj Shaw,Prithvi Pankaj,
1198900%,PR Shah,Right hand Bat, ,Wicketkeeper,Pinal Rohitbhai Shah,Pinal Rohitbhai,
1183400%,Prince Yadav,Right hand Bat,Right arm Fast,NULL,Prince Yadav,Prince Yadav,https://www.espncricinfo.com/cricketers/prince-yadav-1350768
1184700%,Priyansh Arya,Left hand Bat,Right arm Offbreak,NULL,Priyansh Arya,Priyansh Arya,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Priyansh%20Arya.png
4072500%,PSP Handscomb,Right hand Bat, ,Wicketkeeper,Peter Stephen Patrick Handscomb,Peter Stephen,
3703100%,PV Tambe,Right hand Bat,Legbreak, ,Pravin Vijay Tambe,Pravin Vijay,
672900%,PVD Chameera,Right hand Bat,Right arm Fast, ,Pathira Vasan Dushmantha Chameera,Pathira Vasan,
1181000%,PVSN Raju,Left hand Bat,Right arm Medium fast,NULL,Penumatsa Venkata Satyanarayana Raju,Penumatsa Venkata,
4172300%,PWA Mulder,Right hand Bat,Right arm Medium,NULL,Wiaan Mulder,Wiaan Mulder,https://www.espncricinfo.com/cricketers/wiaan-mulder-698189
598000%,PWH de Silva,Right hand Bat,Legbreak, ,Pinnaduwage Wanindu Hasaranga de Silva,Pinnaduwage Wanindu,
142100%,Q de Kock,Left hand Bat, ,Wicketkeeper,Quinton de Kock,Quinton de,
141600%,R Ashwin,Right hand Bat,Right arm Offbreak, ,Ravichandran Ashwin,Ravichandran Ashwin,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421
4000%,R Bhatia,Right hand Bat,Right arm Medium fast, ,Rajat Bhatia,Rajat Bhatia,
1330100%,R Bishnoi,Right hand Bat,Right arm Medium fast, ,Rajesh Bishnoi,Rajesh Bishnoi,
747600%,R Dhawan,Right hand Bat,Right arm Medium fast, ,Rishi Dhawan,Rishi Dhawan,
1193000%,R Dravid,Right hand Bat,Right arm Offbreak,Occasional Wicketkeeper,Rahul Sharad Dravid,Rahul Sharad,
943100%,R Goyal,Left hand Bat,Left arm Wrist spin, ,Raghav Goyal,Raghav Goyal,
1447800%,R McLaren,Left hand Bat,Right arm Medium fast, ,Ryan McLaren,Ryan McLaren,
1180500%,R Minz,Left hand Bat,NULL,Slow Left arm Orthodox,Robin Minz,Robin Minz,https://www.espncricinfo.com/cricketers/robin-minz-1350762
1600900%,R Ninan,Right hand Bat,Right arm Offbreak, ,Ryan Ninan,Ryan Ninan,
323000%,R Parag,Right hand Bat,Legbreak, ,Riyan Parag,Riyan Parag,https://www.espncricinfo.com/cricketers/riyan-parag-1079434
669400%,R Powell,Right hand Bat,Right arm Medium fast, ,Rovman Powell,Rovman Powell,https://www.espncricinfo.com/cricketers/rovman-powell-820351
3621300%,R Rampaul,Left hand Bat,Right arm Fast medium, ,Ravindranath Rampaul,Ravindranath Rampaul,
1006500%,R Ravindra,Left hand Bat,Slow Left arm Orthodox,NULL,Rachin Ravindra,Rachin Ravindra,https://www.espncricinfo.com/cricketers/rachin-ravindra-959767
789500%,R Sai Kishore,Left hand Bat,Slow Left arm Orthodox, ,Ravisrinivasan Sai Kishore,Ravisrinivasan Sai,
808200%,R Sanjay Yadav,Left hand Bat,Slow Left arm Orthodox, ,Ramsingh  Sanjay Yadav,Ramsingh  Sanjay,
1447600%,R Sathish,Right hand Bat,Right arm Medium, ,Rajagopal Sathish,Rajagopal Sathish,
1476500%,R Sharma,Right hand Bat,Legbreak Googly, ,Rahul Sharma,Rahul Sharma,
676100%,R Shepherd,Right hand Bat,Right arm Fast medium, ,Romario Shepherd,Romario Shepherd,https://www.espncricinfo.com/cricketers/romario-shepherd-677077
3503000%,R Shukla,Right hand Bat,Right arm Medium, ,Rahul Shukla,Rahul Shukla,
111900%,R Tewatia,Left hand Bat,Legbreak, ,Rahul Tewatia,Rahul Tewatia,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838
124200%,R Vinay Kumar,Right hand Bat,Right arm Medium, ,Ranganath Vinay Kumar,Ranganath Vinay,
671500%,RA Bawa,Left hand Bat,Right arm Medium fast, ,Raj Angad Bawa,Raj Angad�,
34800%,RA Jadeja,Left hand Bat,Slow Left arm Orthodox, ,Ravindrasinh Anirudhsinh Jadeja,Ravindrasinh Anirudhsinh,
1436000%,RA Shaikh,Left hand Bat,Left arm Medium, ,Rahil Akhil Ahmed Shaikh,Rahil Akhil,
26800%,RA Tripathi,Right hand Bat,Right arm Medium, ,Rahul Ajay Tripathi,Rahul Ajay,
832100%,Rahmanullah Gurbaz,Right hand Bat, ,Wicketkeeper,Rahmanullah Gurbaz,Rahmanullah Gurbaz,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087
703600%,Ramandeep Singh,Right hand Bat,Right arm Medium, ,Ramandeep Singh,Ramandeep Singh,https://www.espncricinfo.com/cricketers/ramandeep-singh-1079470
2200%,Rashid Khan,Right hand Bat,Legbreak Googly, ,Rashid Khan Arman,Rashid Khan,https://www.espncricinfo.com/cricketers/rashid-khan-793463
276000%,Rasikh Salam,Right hand Bat,Right arm Medium, ,Rasikh Salam Dar,Rasikh Salam,
405900%,Ravi Bishnoi,Right hand Bat,Legbreak Googly, ,Ravi Bishnoi,Ravi Bishnoi,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441
16300%,RD Chahar,Right hand Bat,Legbreak Googly, ,Rahul Desraj Chahar,Rahul Desraj,
411900%,RD Gaikwad,Right hand Bat,Right arm Offbreak, ,Ruturaj Dashrat Gaikwad,Ruturaj Dashrat,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ruturaj%20Gaikwad.png
1180100%,RD Rickelton,Left hand Bat,NULL,Wicketkeeper,Ryan Rickelton,Ryan Rickelton,https://www.espncricinfo.com/cricketers/ryan-rickelton-605661
3427200%,RE Levi,Right hand Bat,Right arm Medium, ,Richard Ernst Levi,Richard Ernst,
1356300%,RE van der Merwe,Right hand Bat,Slow Left arm Orthodox, ,Roelof Erasmus van der Merwe,Roelof Erasmus,
3908900%,RG More,Right hand Bat,Right arm Medium, ,Ronit Gajanan More,Ronit Gajanan,
2500%,RG Sharma,Right hand Bat,Right arm Offbreak, ,Rohit Gurunath Sharma,Rohit Gurunath,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rohit%20Sharma.png
1121200%,RJ Gleeson,Right hand Bat,Right arm Fast Medium,NULL,Richard Gleeson,Richard Gleeson,
1378500%,RJ Harris,Right hand Bat,Right arm Fast, ,Ryan James Harris,Ryan James,
3498300%,RJ Peterson,Left hand Bat,Slow Left arm Orthodox, ,Robin John Peterson,Robin John,
1338400%,RJ Quiney,Left hand Bat,Right arm Medium, ,Robert John Quiney,Robert John,
840000%,RJW Topley,Right hand Bat,Left arm Fast medium, ,Reece James William Topley,Reece James,
180500%,RK Bhui,Right hand Bat,Legbreak Googly, ,Ricky Kannakumar Bhui,Ricky Kannakumar,
143600%,RK Singh,Left hand Bat,Right arm Offbreak, ,Rinku Khanchand Singh,Rinku Khanchand,
534900%,RM Patidar,Right hand Bat,Right arm Offbreak, ,Rajat Manohar Patidar,Rajat Manohar,
1589600%,RN ten Doeschate,Right hand Bat,Right arm Medium fast, ,Ryan Neil ten Doeschate,Ryan Neil,
541100%,RP Meredith,Right hand Bat,Right arm Fast, ,Riley Patrick Meredith,Riley Patrick,
1201600%,RP Singh,Right hand Bat,Left arm Fast medium, ,Rudra Pratap Singh,Rudra Pratap,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/389100/389167.5.png"
3453000%,RR Bhatkal,Right hand Bat,Right arm Medium, ,Raju Ravi Bhatkal,Raju Ravi,
1340200%,RR Bose,Right hand Bat,Right arm Fast medium, ,Ranadeb Ranjit Bose,Ranadeb Ranjit,
18100%,RR Pant,Left hand Bat, ,Wicketkeeper,Rishabh Rajendra Pant,Rishabh Rajendra,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rishabh%20Pant.png
1273800%,RR Powar,Right hand Bat,Right arm Offbreak, ,Ramesh Rajaram Powar,Ramesh Rajaram,
1242200%,RR Raje,Right hand Bat,Right arm Fast medium, ,Rohan Ravindra Raje,Rohan Ravindra,
834900%,RR Rossouw,Left hand Bat,Right arm Offbreak, ,Rilee Roscoe Rossouw,Rilee Roscoe,
1212100%,RR Sarwan,Right hand Bat,Legbreak, ,Ramnaresh Ronnie Sarwan,Ramnaresh Ronnie,
1325000%,RS Bopara,Right hand Bat,Right arm Medium, ,Ravinder Singh Bopara,Ravinder Singh,
1452000%,RS Gavaskar,Left hand Bat,Slow Left arm Orthodox, ,Rohan Sunil Gavaskar,Rohan Sunil,
829500%,RS Hangargekar,Right hand Bat,Right arm Fast medium, ,Rajvardhan S Hangargekar,Rajvardhan S,
1533400%,RS Sodhi,Right hand Bat,Right arm Medium, ,Reetinder Singh Sodhi,Reetinder Singh,
1192100%,RT Ponting,Right hand Bat,Right arm Medium, ,Ricky Thomas Ponting,Ricky Thomas,
1581800%,RV Gomez,Right hand Bat,Right arm Medium, ,Raiphi Vincent Gomez,Raiphi Vincent,
628700%,RV Patel,Right hand Bat,Right arm Medium fast, ,Ripal Vinubhai Patel,Ripal Vinubhai,
1279500%,RV Pawar,Left hand Bat,Slow Left arm Orthodox, ,Rajesh Vithal Pawar,Rajesh Vithal,
5800%,RV Uthappa,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Robin Venu Uthappa,Robin Venu,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Robin%20Uthappa.png
3417100%,RW Price,Right hand Bat,Slow Left arm Orthodox, ,Raymond William Price,Raymond William,
1247100%,S Anirudha,Right hand Bat, , ,Srikkanth Anirudha,Srikkanth Anirudha,
800%,S Aravind,Left hand Bat,Left arm Medium fast, ,Sreenath Aravind,Sreenath Aravind,
34100%,S Badree,Right hand Bat,Legbreak, ,Samuel Badree,Samuel Badree,
1194700%,S Badrinath,Right hand Bat,Right arm Offbreak, ,Subramaniam Badrinath,Subramaniam Badrinath,
1199600%,S Chanderpaul,Left hand Bat,Legbreak, ,Shivnarine Chanderpaul,Shivnarine Chanderpaul,
1300%,S Dhawan,Left hand Bat,Right arm Offbreak, ,Shikhar Dhawan,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png
270100%,S Dube,Left hand Bat,Right arm Medium, ,Shivam Dube,Shivam Dube,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shivam%20Dube.png
144900%,S Gopal,Right hand Bat,Legbreak, ,Shreyas Gopal,Shreyas Gopal,https://www.espncricinfo.com/cricketers/shreyas-gopal-344580
1071000%,S Joseph,Left hand Bat,Right arm Fast,NULL,Shamar Joseph,Shamar Joseph,https://www.espncricinfo.com/cricketers/shamar-joseph-1356971
49500%,S Kaul,Right hand Bat,Right arm Medium, ,Siddarth Kaul,Siddarth Kaul,
5500%,S Kaushik,Right hand Bat,Left arm Wrist spin, ,Shivil Kaushik,Shivil Kaushik,
1456700%,S Ladda,Right hand Bat,Legbreak, ,Sarabjit Ladda,Sarabjit Ladda,
235200%,S Lamichhane,Right hand Bat,Legbreak Googly, ,Sandeep Lamichhane,Sandeep Lamichhane,
314500%,S Midhun,Right hand Bat,Legbreak Googly, ,Sudhesan Midhun,Sudhesan Midhun,
18600%,S Nadeem,Right hand Bat,Slow Left arm Orthodox, ,Shahbaz Nadeem,Shahbaz Nadeem,
1465300%,S Narwal,Left hand Bat,Right arm Medium, ,Sumit Narwal,Sumit Narwal,
3405800%,S Rana,Right hand Bat,Right arm Medium fast, ,Sachin Rana,Sachin Rana,
1577900%,S Randiv,Right hand Bat,Right arm Offbreak, ,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,Hewa Kaluhalamullage,
371800%,S Sandeep Warrier,Right hand Bat,Right arm Medium, ,Sankarankutty Sandeep Warrier,Sankarankutty Sandeep,
1203500%,S Sohal,Right hand Bat,Legbreak, ,Sunny Sohal,Sunny Sohal,
1196200%,S Sreesanth,Right hand Bat,Right arm Fast medium, ,Shanthakumaran Sreesanth,Shanthakumaran Sreesanth,
1538400%,S Sriram,Left hand Bat,Slow Left arm Orthodox, ,Sridharan Sriram,Sridharan Sriram,
1362000%,S Tyagi,Right hand Bat,Right arm Medium, ,Sudeep Tyagi,Sudeep Tyagi,
1233900%,S Vidyut,Left hand Bat,Slow Left arm Orthodox, ,Vidyut Sivaramakrishnan,Vidyut Sivaramakrishnan,
775100%,SA Abbott,Right hand Bat,Right arm Fast medium, ,Sean Anthony Abbott,Sean Anthony,
1232700%,SA Asnodkar,Right hand Bat,Right arm Offbreak, ,Swapnil Ashok Asnodkar,Swapnil Ashok,
6100%,SA Yadav,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Suryakumar Ashok Yadav,Suryakumar Ashok,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Surya%20Kumar%20Yadav.png
600%,Sachin Baby,Left hand Bat,Right arm Offbreak, ,Sachin Baby,Sachin Baby,https://www.espncricinfo.com/cricketers/sachin-baby-432783
1231500%,Salman Butt,Left hand Bat,Right arm Offbreak, ,Salman Butt,Salman Butt,
1007000%,Sameer Rizvi,Right hand Bat,Right arm Offbreak,NULL,Sameer Rizvi,Sameer Rizvi,https://www.espncricinfo.com/cricketers/sameer-rizvi-1175489
7600%,Sandeep Sharma,Right hand Bat,Right arm Medium, ,Sandeep Sharma,Sandeep Sharma,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362
975900%,Sanvir Singh,Right hand Bat,Right arm Medium, ,Sanvir Singh,Sanvir Singh,
1048800%,Saurav Chauhan,Left hand Bat,Right arm Offbreak,NULL,Saurav Chauhan,Saurav Chauhan,
1201400%,SB Bangar,Right hand Bat,Right arm Medium fast, ,Sanjay Bapusaheb Bangar,Sanjay Bapusaheb,
1038200%,SB Dubey,Left hand Bat,Right arm Offbreak,NULL,Shubham Badriprasad Dubey,Shubham Badriprasad,
5300%,SB Jakati,Left hand Bat,Slow Left arm Orthodox, ,Shadab Bashir Jakati,Shadab Bashir,
1194000%,SB Joshi,Left hand Bat,Slow Left arm Orthodox, ,Sunil Bandacharya Joshi,Sunil Bandacharya,
1201200%,SB Styris,Right hand Bat,Right arm Medium, ,Scott Bernard Styris,Scott Bernard,
1515000%,SB Wagh,Left hand Bat,Left arm Medium fast, ,Shrikant Bhaskar Wagh,Shrikant Bhaskar,
1191900%,SC Ganguly,Left hand Bat,Right arm Medium, ,Sourav Chandidas Ganguly,Sourav Chandidas,
307600%,SC Kuggeleijn,Right hand Bat,Right arm Fast medium, ,Scott Christopher Kuggeleijn,Scott Christopher,
1220400%,SD Chitnis,Right hand Bat,Right arm Offbreak, ,Siddharth Dilip Chitnis,Siddharth Dilip,
1007800%,SD Hope,Right hand Bat,NULL,Wicketkeeper,Shai Diego Hope,Shai Diego,
321400%,SD Lad,Right hand Bat,Right arm Offbreak, ,Siddhesh Dinesh Lad,Siddhesh Dinesh,
1462200%,SE Bond,Right hand Bat,Right arm Fast, ,Shane Edward Bond,Shane Edward,
54100%,SE Marsh,Left hand Bat,Slow Left arm Orthodox, ,Shaun Edward Marsh,Shaun Edward,https://cricclubs.com/documentsRep/profilePics/6c5d3a99-b18a-47b6-ba2e-5dae071b3452.png
350500%,SE Rutherford,Left hand Bat,Right arm Fast medium, ,Sherfane Eviston Rutherford,Sherfane Eviston,
4395400%,Sediqullah Atal,Left hand Bat,NULL,NULL,Sediqullah Atal,Sediqullah Atal,
1015900%,SH Johnson,Left hand Bat,Left arm Fast,NULL,Spencer Johnson,Spencer Johnson,https://www.espncricinfo.com/cricketers/spencer-johnson-1123718
431000%,Shahbaz Ahmed,Left hand Bat,Slow Left arm Orthodox, ,Shahbaz Ahmed,Shahbaz Ahmed,
1205600%,Shahid Afridi,Right hand Bat,Legbreak Googly, ,Sahibzada Mohammad Shahid Khan Afridi,Sahibzada Mohammad,
57900%,Shakib Al Hasan,Left hand Bat,Slow Left arm Orthodox, ,Shakib Al Hasan,Shakib Al,
702400%,Shashank Singh,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Shashank Singh,Shashank Singh,https://www.espncricinfo.com/cricketers/shashank-singh-377534
158100%,Shivam Mavi,Right hand Bat,Right arm Fast medium, ,Shivam Pankaj Mavi,Shivam Pankaj,
3822900%,Shivam Sharma,Right hand Bat,Right arm Offbreak, ,Shivam Sharma,Shivam Sharma,
1164000%,Shivam Singh,Right hand Bat,Right arm Offbreak,NULL,Shivam Singh,Shivam Singh,
1350200%,Shoaib Ahmed,Right hand Bat,Right arm Fast medium, ,Syed Mohammad Shoaib Ahmed,Syed Mohammad,
1271000%,Shoaib Akhtar,Right hand Bat,Right arm Fast, ,Shoaib Akhtar,Shoaib Akhtar,
1206500%,Shoaib Malik,Right hand Bat,Right arm Offbreak, ,Shoaib Malik,Shoaib Malik,
158000%,Shubman Gill,Right hand Bat,Right arm Offbreak, ,Shubman Gill,Shubman Gill,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shubman%20Gill.png
831200%,Sikandar Raza,Right hand Bat,Right arm Offbreak, ,Sikandar Raza Butt,Sikandar Raza,
765200%,Simarjeet Singh,Right hand Bat,Right arm Medium fast, ,Simarjeet Singh,Simarjeet Singh,https://www.espncricinfo.com/cricketers/simarjeet-singh-1159722
1471200%,SJ Srivastava,Right hand Bat,Left arm Fast medium, ,Shalabh Jagdishprasad Srivastava,Shalabh Jagdishprasad,
4700%,SK Raina,Left hand Bat,Right arm Offbreak, ,Suresh Kumar Raina,Suresh Kumar,
4220600%,SK Rasheed,Right hand Bat,Legbreak,NULL,Shaik Rasheed,Shaik Rasheed,https://www.espncricinfo.com/cricketers/shaik-rasheed-1292497
1197200%,SK Trivedi,Right hand Bat,Right arm Medium, ,Siddharth Kishorkumar Trivedi,Siddharth Kishorkumar,
1197100%,SK Warne,Right hand Bat,Legbreak Googly, ,Shane Keith Warne,Shane Keith,
23000%,SL Malinga,Right hand Bat,Right arm Fast, ,Separamadu Lasith Malinga,Separamadu Lasith,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Lasith%20Malinga.png
4081300%,SM Boland,Right hand Bat,Right arm Fast medium, ,Scott Michael Boland,Scott Michael,
276800%,SM Curran,Left hand Bat,Left arm Medium fast, ,Samuel Matthew Curran,Samuel Matthew,
1369800%,SM Harwood,Right hand Bat,Right arm Fast medium, ,Shane Michael Harwood,Shane Michael,
1195600%,SM Katich,Left hand Bat,Left arm Wrist spin, ,Simon Mathew Katich,Simon Mathew,
1199100%,SM Pollock,Right hand Bat,Right arm Fast medium, ,Shaun Maclean Pollock,Shaun Maclean,
3622700%,SMSM Senanayake,Right hand Bat,Right arm Offbreak, ,Senanayake Mudiyanselage Sachithra Madhushanka Senanayake,Senanayake Mudiyanselage,
142400%,SN Khan,Right hand Bat,Legbreak, ,Sarfaraz Naushad Khan,Sarfaraz Naushad,
36000%,SN Thakur,Right hand Bat,Right arm Medium, ,Shardul Narendra Thakur,Shardul Narendra,
270000%,SO Hetmyer,Left hand Bat, , ,Shimron Odilon Hetmyer,Shimron Odilon,
1214700%,Sohail Tanvir,Left hand Bat,Left arm Medium fast, ,Sohail Tanvir,Sohail Tanvir,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/320400/320472.1.png"
1233800%,SP Fleming,Left hand Bat, , ,Stephen Paul Fleming,Stephen Paul,
229500%,SP Goswami,Left hand Bat, ,Wicketkeeper,Shreevats Pratyush Goswami,Shreevats Pratyush,
75300%,SP Jackson,Right hand Bat, ,Wicketkeeper,Sheldon Philip Jackson,Sheldon Philip,
6500%,SP Narine,Left hand Bat,Right arm Offbreak, ,Sunil Philip Narine,Sunil Philip,
3600%,SPD Smith,Right hand Bat,Legbreak Googly, ,Steven Peter Devereux Smith,Steven Peter,
1258000%,SR Tendulkar,Right hand Bat,"Right arm Offbreak, Legbreak Googly", ,Sachin Ramesh Tendulkar,Sachin Ramesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316400/316486.6.png"
500%,SR Watson,Right hand Bat,Right arm Fast medium, ,Shane Robert Watson,Shane Robert,
63700%,SS Agarwal,Right hand Bat,Legbreak Googly, ,Shubham Sanjay Agarwal,Shubham Sanjay,
405800%,SS Cottrell,Right hand Bat,Left arm Fast medium, ,Sheldon Shane Cottrell,Sheldon Shane,
38900%,SS Iyer,Right hand Bat,"Right arm Offbreak, Legbreak Googly", ,Shreyas Santosh Iyer,Shreyas Santosh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shreyas%20Iyer.png
3412600%,SS Mundhe,Right hand Bat,Right arm Medium, ,Shrikant Shrihari Mundhe,Shrikant Shrihari,
713400%,SS Prabhudessai,Right hand Bat,Right arm Medium, ,Suyash S Prabhudessai,Suyash S,
1400800%,SS Sarkar,Right hand Bat,Right arm Medium, ,Sourav Subrata Sarkar,Sourav Subrata,
1420600%,SS Shaikh,Right hand Bat,Right arm Medium, ,Shoaib Shabbir Shaikh,Shoaib Shabbir,
123300%,SS Tiwary,Left hand Bat, , ,Saurabh Sunil Tiwary,Saurabh Sunil,
856900%,SSB Magala,Right hand Bat,Right arm Fast medium, ,Sisanda Somila Bruce Magala,Sisanda Somila,
1198600%,ST Jayasuriya,Left hand Bat,Slow Left arm Orthodox, ,Sanath Teran Jayasuriya,Sanath Teran,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/319800/319886.png"
700%,STR Binny,Right hand Bat,Right arm Medium, ,Stuart Terence Roger Binny,Stuart Terence,
1008300%,Sumit Kumar,Right hand Bat,Right arm Medium fast,NULL,Sumit Kumar,Sumit Kumar,
3586400%,Sunny Gupta,Right hand Bat,Right arm Offbreak, ,Sunny Gupta,Sunny Gupta,
1586200%,Sunny Singh,Right hand Bat,Right arm Medium fast, ,Sunny Singh,Sunny Singh,
1185400%,Suryansh Shedge,Right hand Bat,Right arm Medium fast,NULL,Suryansh Shedge,Suryansh Shedge,https://www.espncricinfo.com/cricketers/suryansh-shedge-1339698
847500%,Suyash Sharma,Right hand Bat,Legbreak Googly, ,Suyash Sharma,Suyash Sharma,https://www.espncricinfo.com/cricketers/suyash-sharma-1350792
18000%,SV Samson,Right hand Bat, ,Wicketkeeper,Sanju Viswanath Samson,Sanju Viswanath,
